"ENSEMBL","SYMBOL","biotype","geneloc"
"ENSG00000171634"," BPTF"," protein_coding","chr17:67825503-67984378"
"ENSG00000095906"," NUBP2"," protein_coding","chr16:1782932-1789186"
"ENSG00000268584",NA,NA,"chr10:73625996-73626790"
"ENSG00000179918"," SEPHS2"," protein_coding","chr16:30443631-30445874"
"ENSG00000279789",NA,NA,"chr16:29913144-29915337"
"ENSG00000114026"," OGG1"," protein_coding","chr3:9749944-9788219"
"ENSG00000117143"," UAP1"," protein_coding","chr1:162561506-162599842"
"ENSG00000110696"," C11orf58"," protein_coding","chr11:16613132-16758340"
"ENSG00000166012"," TAF1D"," protein_coding","chr11:93729948-93784391"
"ENSG00000120942"," UBIAD1"," protein_coding","chr1:11273198-11296049"
"ENSG00000090581"," GNPTG"," protein_coding","chr16:1351931-1365737"
"ENSG00000280351",NA,NA,"chr17:81003335-81005132"
"ENSG00000158042"," MRPL17"," protein_coding","chr11:6680385-6683340"
"ENSG00000121390"," PSPC1"," protein_coding","chr13:19674752-19783019"
"ENSG00000120158"," RCL1"," protein_coding","chr9:4792944-4885917"
"ENSG00000279656",NA,NA,"chr14:23023083-23024217"
"ENSG00000263179"," HNRNPCP4"," processed_pseudogene","chr16:11242653-11243552"
"ENSG00000133606"," MKRN1"," protein_coding","chr7:140453033-140479536"
"ENSG00000205238"," SPDYE2"," protein_coding","chr7:102551232-102562308"
"ENSG00000136404"," TM6SF1"," protein_coding","chr15:83107572-83144854"
"ENSG00000182512"," GLRX5"," protein_coding","chr14:95533503-95544724"
"ENSG00000166295"," ANAPC16"," protein_coding","chr10:72216000-72235860"
"ENSG00000233922"," LINC01694"," lncRNA","chr21:45593654-45603088"
"ENSG00000100413"," POLR3H"," protein_coding","chr22:41525799-41544606"
"ENSG00000231064"," THBS3-AS1"," lncRNA","chr1:155195004-155205495"
"ENSG00000123427"," EEF1AKMT3"," protein_coding","chr12:57771492-57782541"
"ENSG00000187605"," TET3"," protein_coding","chr2:73984910-74108176"
"ENSG00000129083"," COPB1"," protein_coding","chr11:14443440-14500027"
"ENSG00000180263"," FGD6"," protein_coding","chr12:95076749-95217482"
"ENSG00000243547"," HNRNPKP4"," processed_pseudogene","chr3:96349554-96350939"
"ENSG00000109062"," SLC9A3R1"," protein_coding","chr17:74748628-74769353"
"ENSG00000162927"," PUS10"," protein_coding","chr2:60940222-61018259"
"ENSG00000233056"," ERVH48-1"," protein_coding","chr21:42916803-42925646"
"ENSG00000189298"," ZKSCAN3"," protein_coding","chr6:28349947-28369172"
"ENSG00000155959"," VBP1"," protein_coding","chrX:155197007-155239841"
"ENSG00000215817"," ZC3H11B"," protein_coding","chr1:219608010-219613145"
"ENSG00000181619"," GPR135"," protein_coding","chr14:59429022-59465342"
"ENSG00000249264"," EEF1A1P9"," processed_pseudogene","chr4:105484698-105486080"
"ENSG00000179044"," EXOC3L1"," protein_coding","chr16:67184379-67190185"
"ENSG00000189221"," MAOA"," protein_coding","chrX:43654907-43746824"
"ENSG00000198825"," INPP5F"," protein_coding","chr10:119726042-119829147"
"ENSG00000148400"," NOTCH1"," protein_coding","chr9:136494433-136546048"
"ENSG00000197734"," C14orf178"," lncRNA","chr14:77760834-77769742"
"ENSG00000237883"," DGUOK-AS1"," lncRNA","chr2:73947322-73981441"
"ENSG00000169189"," NSMCE1"," protein_coding","chr16:27224994-27268772"
"ENSG00000103126"," AXIN1"," protein_coding","chr16:287440-352723"
"ENSG00000140350"," ANP32A"," protein_coding","chr15:68778535-68820897"
"ENSG00000146776"," ATXN7L1"," protein_coding","chr7:105604772-105876599"
"ENSG00000275023"," MLLT6"," protein_coding","chr17:38705273-38729795"
"ENSG00000196427"," NBPF4"," protein_coding","chr1:108222464-108244081"
"ENSG00000184990"," SIVA1"," protein_coding","chr14:104753147-104768494"
"ENSG00000276293"," PIP4K2B"," protein_coding","chr17:38765691-38800126"
"ENSG00000287737",NA,NA,"chr17:82273748-82279645"
"ENSG00000134882"," UBAC2"," protein_coding","chr13:99200774-99386504"
"ENSG00000213942",NA,NA,"chr12:6409637-6410013"
"ENSG00000227896",NA,NA,"chr10:86521945-86525101"
"ENSG00000175595"," ERCC4"," protein_coding","chr16:13920138-13952348"
"ENSG00000136937"," NCBP1"," protein_coding","chr9:97633668-97673748"
"ENSG00000105131"," EPHX3"," protein_coding","chr19:15226919-15233435"
"ENSG00000246451",NA,NA,"chr14:103682362-103684015"
"ENSG00000276023"," DUSP14"," protein_coding","chr17:37489891-37513501"
"ENSG00000151553"," FAM160B1"," protein_coding","chr10:114821744-114899832"
"ENSG00000125814"," NAPB"," protein_coding","chr20:23374519-23421519"
"ENSG00000236682"," MAP3K2-DT"," lncRNA","chr2:127388184-127400580"
"ENSG00000167862"," MRPL58"," protein_coding","chr17:75012670-75021261"
"ENSG00000248932",NA,NA,"chr3:139389761-139782699"
"ENSG00000247572"," CKMT2-AS1"," lncRNA","chr5:81201341-81301565"
"ENSG00000174292"," TNK1"," protein_coding","chr17:7380534-7389774"
"ENSG00000262075"," DKFZP434A062"," lncRNA","chr9:136322303-136327323"
"ENSG00000231160"," KLF3-AS1"," lncRNA","chr4:38602438-38664914"
"ENSG00000276007",NA,NA,"chr16:78123243-78124332"
"ENSG00000055208"," TAB2"," protein_coding","chr6:149218641-149411613"
"ENSG00000273186",NA,NA,"chr9:128431598-128432006"
"ENSG00000170892"," TSEN34"," protein_coding","chr19:54189938-54194536"
"ENSG00000096433"," ITPR3"," protein_coding","chr6:33620365-33696574"
"ENSG00000118298"," CA14"," protein_coding","chr1:150257251-150265078"
"ENSG00000149761"," NUDT22"," protein_coding","chr11:64225941-64230686"
"ENSG00000090487"," SPG21"," protein_coding","chr15:64963022-64990310"
"ENSG00000075151"," EIF4G3"," protein_coding","chr1:20806292-21176888"
"ENSG00000115524"," SF3B1"," protein_coding","chr2:197388515-197435079"
"ENSG00000221838"," AP4M1"," protein_coding","chr7:100101549-100110345"
"ENSG00000196456"," ZNF775"," protein_coding","chr7:150368790-150398630"
"ENSG00000136504"," KAT7"," protein_coding","chr17:49788648-49835026"
"ENSG00000187840"," EIF4EBP1"," protein_coding","chr8:38030534-38060365"
"ENSG00000234369"," TATDN1P1"," processed_pseudogene","chr10:63222155-63223045"
"ENSG00000172602"," RND1"," protein_coding","chr12:48857145-48865870"
"ENSG00000139239"," RPL14P1"," processed_pseudogene","chr12:62965325-62965969"
"ENSG00000006831"," ADIPOR2"," protein_coding","chr12:1688574-1788674"
"ENSG00000182704"," TSKU"," protein_coding","chr11:76782251-76798153"
"ENSG00000138030"," KHK"," protein_coding","chr2:27086747-27100762"
"ENSG00000163913"," IFT122"," protein_coding","chr3:129440036-129520507"
"ENSG00000184357"," H1-5"," protein_coding","chr6:27866792-27867588"
"ENSG00000160688"," FLAD1"," protein_coding","chr1:154983338-154993111"
"ENSG00000169604"," ANTXR1"," protein_coding","chr2:69013176-69249327"
"ENSG00000014824"," SLC30A9"," protein_coding","chr4:41990502-42090461"
"ENSG00000205593"," DENND6B"," protein_coding","chr22:50309030-50327012"
"ENSG00000143375"," CGN"," protein_coding","chr1:151510510-151538692"
"ENSG00000043093"," DCUN1D1"," protein_coding","chr3:182938074-182985953"
"ENSG00000213523"," SRA1"," protein_coding","chr5:140537340-140557677"
"ENSG00000125652"," ALKBH7"," protein_coding","chr19:6372794-6375250"
"ENSG00000105401"," CDC37"," protein_coding","chr19:10391133-10420121"
"ENSG00000197575"," RPS17P2"," processed_pseudogene","chr5:116716243-116716650"
"ENSG00000115539"," PDCL3"," protein_coding","chr2:100562993-100576739"
"ENSG00000149182"," ARFGAP2"," protein_coding","chr11:47164299-47177125"
"ENSG00000183291"," SELENOF"," protein_coding","chr1:86862445-86914424"
"ENSG00000138594"," TMOD3"," protein_coding","chr15:51829628-51947295"
"ENSG00000213650",NA,NA,"chr7:56567906-56568858"
"ENSG00000269220"," LINC00528"," lncRNA","chr22:17777322-17779481"
"ENSG00000065427"," KARS1"," protein_coding","chr16:75627474-75648643"
"ENSG00000132749"," TESMIN"," protein_coding","chr11:68707440-68751520"
"ENSG00000007314"," SCN4A"," protein_coding","chr17:63938554-63972918"
"ENSG00000266913"," LINC01841"," lncRNA","chr19:14305458-14370196"
"ENSG00000280020",NA,NA,"chr17:32178946-32180074"
"ENSG00000244398",NA,NA,"chr11:16974693-16975013"
"ENSG00000005801"," ZNF195"," protein_coding","chr11:3339261-3379222"
"ENSG00000198492"," YTHDF2"," protein_coding","chr1:28736621-28769775"
"ENSG00000163719"," MTMR14"," protein_coding","chr3:9649433-9702393"
"ENSG00000141564"," RPTOR"," protein_coding","chr17:80544819-80966371"
"ENSG00000119953"," SMNDC1"," protein_coding","chr10:110290730-110304938"
"ENSG00000125878"," TCF15"," protein_coding","chr20:604257-610309"
"ENSG00000173486"," FKBP2"," protein_coding","chr11:64241003-64244132"
"ENSG00000285813",NA,NA,"chr11:105995185-105999213"
"ENSG00000168273"," SMIM4"," protein_coding","chr3:52534013-52579237"
"ENSG00000128245"," YWHAH"," protein_coding","chr22:31944522-31957603"
"ENSG00000062822"," POLD1"," protein_coding","chr19:50384204-50418018"
"ENSG00000198954"," KIFBP"," protein_coding","chr10:68988803-69043544"
"ENSG00000163349"," HIPK1"," protein_coding","chr1:113929324-113977869"
"ENSG00000235621"," LINC00494"," lncRNA","chr20:48359884-48370636"
"ENSG00000153558"," FBXL2"," protein_coding","chr3:33277025-33403662"
"ENSG00000125944"," HNRNPR"," protein_coding","chr1:23303771-23344336"
"ENSG00000101966"," XIAP"," protein_coding","chrX:123859724-123913976"
"ENSG00000160678"," S100A1"," protein_coding","chr1:153627926-153632039"
"ENSG00000158122"," PRXL2C"," protein_coding","chr9:96639577-96655317"
"ENSG00000271550"," BNIP3P11"," processed_pseudogene","chr7:64678954-64687393"
"ENSG00000131966"," ACTR10"," protein_coding","chr14:58200080-58235636"
"ENSG00000100814"," CCNB1IP1"," protein_coding","chr14:20311368-20333312"
"ENSG00000167232"," ZNF91"," protein_coding","chr19:23304991-23395471"
"ENSG00000237877"," LINC01473"," lncRNA","chr2:186032884-186422432"
"ENSG00000221184",NA,NA,"chr10:68759318-68759414"
"ENSG00000242849"," ALDOAP1"," processed_pseudogene","chr3:52193170-52194785"
"ENSG00000232037",NA,NA,"chr1:21908098-21908580"
"ENSG00000225338"," RPL23AP18"," processed_pseudogene","chr1:212309051-212309518"
"ENSG00000198612"," COPS8"," protein_coding","chr2:237085882-237100474"
"ENSG00000166292"," TMEM100"," protein_coding","chr17:55719627-55732121"
"ENSG00000186235"," LINC02610"," lncRNA","chr2:238224552-238231699"
"ENSG00000090554"," FLT3LG"," protein_coding","chr19:49474207-49486231"
"ENSG00000011105"," TSPAN9"," protein_coding","chr12:3077355-3286564"
"ENSG00000143970"," ASXL2"," protein_coding","chr2:25733753-25878487"
"ENSG00000263826",NA,NA,"chr3:186781780-186784179"
"ENSG00000119632"," IFI27L2"," protein_coding","chr14:94127779-94130253"
"ENSG00000061676"," NCKAP1"," protein_coding","chr2:182909115-183038858"
"ENSG00000286223",NA,NA,"chr2:202302122-202303614"
"ENSG00000256262"," USP30-AS1"," lncRNA","chr12:109052350-109053952"
"ENSG00000112029"," FBXO5"," protein_coding","chr6:152970519-152983579"
"ENSG00000101596"," SMCHD1"," protein_coding","chr18:2655726-2805017"
"ENSG00000230291",NA,NA,"chr12:80102899-80103333"
"ENSG00000140950"," MEAK7"," protein_coding","chr16:84476355-84554033"
"ENSG00000136826"," KLF4"," protein_coding","chr9:107484852-107490482"
"ENSG00000109944"," JHY"," protein_coding","chr11:122882683-122963862"
"ENSG00000219149"," PPIAP87"," processed_pseudogene","chr9:76549282-76549771"
"ENSG00000198853"," RUSC2"," protein_coding","chr9:35490111-35561898"
"ENSG00000263069"," RNF213-AS1"," lncRNA","chr17:80351828-80415168"
"ENSG00000144712"," CAND2"," protein_coding","chr3:12796472-12871916"
"ENSG00000189114"," BLOC1S3"," protein_coding","chr19:45178784-45216933"
"ENSG00000225093"," RPL3P7"," processed_pseudogene","chr6:108004357-108005568"
"ENSG00000147202"," DIAPH2"," protein_coding","chrX:96684663-97604997"
"ENSG00000171847"," FAM90A1"," protein_coding","chr12:8221260-8227618"
"ENSG00000137575"," SDCBP"," protein_coding","chr8:58552924-58582859"
"ENSG00000256393"," RPL41P5"," processed_pseudogene","chr12:93083598-93083675"
"ENSG00000145833"," DDX46"," protein_coding","chr5:134758771-134855133"
"ENSG00000197822"," OCLN"," protein_coding","chr5:69492292-69558104"
"ENSG00000212695",NA,NA,"chr9:8713311-8713841"
"ENSG00000075914"," EXOSC7"," protein_coding","chr3:44975241-45036066"
"ENSG00000079785"," DDX1"," protein_coding","chr2:15591178-15634346"
"ENSG00000034693"," PEX3"," protein_coding","chr6:143450805-143490616"
"ENSG00000254901"," BORCS8"," protein_coding","chr19:19176903-19192591"
"ENSG00000134901"," POGLUT2"," protein_coding","chr13:102784281-102798976"
"ENSG00000108469"," RECQL5"," protein_coding","chr17:75626845-75667189"
"ENSG00000237126",NA,NA,"chr2:232580948-232611971"
"ENSG00000133627"," ACTR3B"," protein_coding","chr7:152759749-152855378"
"ENSG00000115594"," IL1R1"," protein_coding","chr2:102064544-102179874"
"ENSG00000143303"," RRNAD1"," protein_coding","chr1:156728442-156736960"
"ENSG00000277998",NA,NA,"chr2:164573741-164574054"
"ENSG00000196865"," NHLRC2"," protein_coding","chr10:113854661-113917194"
"ENSG00000132153"," DHX30"," protein_coding","chr3:47802909-47850195"
"ENSG00000241878"," PISD"," protein_coding","chr22:31618491-31662432"
"ENSG00000124207"," CSE1L"," protein_coding","chr20:49046246-49096960"
"ENSG00000119013"," NDUFB3"," protein_coding","chr2:201071433-201085750"
"ENSG00000109089"," CDR2L"," protein_coding","chr17:74987632-75005800"
"ENSG00000174796"," THAP6"," protein_coding","chr4:75513946-75550473"
"ENSG00000182095"," TNRC18"," protein_coding","chr7:5306790-5425414"
"ENSG00000109016"," DHRS7B"," protein_coding","chr17:21123364-21193265"
"ENSG00000131471"," AOC3"," protein_coding","chr17:42851184-42858130"
"ENSG00000251235"," SNRPCP2"," processed_pseudogene","chr5:76376675-76377149"
"ENSG00000163818"," LZTFL1"," protein_coding","chr3:45823316-45916042"
"ENSG00000100216"," TOMM22"," protein_coding","chr22:38681957-38685421"
"ENSG00000165923"," AGBL2"," protein_coding","chr11:47659591-47715389"
"ENSG00000021776"," AQR"," protein_coding","chr15:34851782-34969742"
"ENSG00000103148"," NPRL3"," protein_coding","chr16:84271-138677"
"ENSG00000240854"," PSMC2P1"," processed_pseudogene","chr3:132175402-132176711"
"ENSG00000253853",NA,NA,"chr8:2726956-2838823"
"ENSG00000189266"," PNRC2"," protein_coding","chr1:23956839-23963462"
"ENSG00000134283"," PPHLN1"," protein_coding","chr12:42238447-42459715"
"ENSG00000170113"," NIPA1"," protein_coding","chr15:22773063-22829789"
"ENSG00000121089"," NACA3P"," processed_pseudogene","chr4:164943290-164943937"
"ENSG00000244733",NA,NA,"chr10:79660891-79677996"
"ENSG00000204564"," C6orf136"," protein_coding","chr6:30647039-30653210"
"ENSG00000225518"," LINC01703"," lncRNA","chr1:226083590-226090465"
"ENSG00000069275"," NUCKS1"," protein_coding","chr1:205712822-205750182"
"ENSG00000090238"," YPEL3"," protein_coding","chr16:30092314-30096915"
"ENSG00000076351"," SLC46A1"," protein_coding","chr17:28394642-28407197"
"ENSG00000273145",NA,NA,"chr22:46013606-46015498"
"ENSG00000185100"," ADSS1"," protein_coding","chr14:104724229-104747325"
"ENSG00000149658"," YTHDF1"," protein_coding","chr20:63195429-63216139"
"ENSG00000115875"," SRSF7"," protein_coding","chr2:38743599-38751494"
"ENSG00000273032"," DGCR5"," lncRNA","chr22:18970439-19031242"
"ENSG00000107560"," RAB11FIP2"," protein_coding","chr10:118004916-118046941"
"ENSG00000165669"," FAM204A"," protein_coding","chr10:118297925-118342328"
"ENSG00000249709"," ZNF564"," protein_coding","chr19:12525373-12551542"
"ENSG00000122566"," HNRNPA2B1"," protein_coding","chr7:26171151-26201529"
"ENSG00000258427"," RBM8B"," processed_pseudogene","chr14:60397757-60398281"
"ENSG00000276291"," FRG1HP"," transcribed_unprocessed_pseudogene","chr9:40992249-41218410"
"ENSG00000196227"," FAM217B"," protein_coding","chr20:59933764-59948680"
"ENSG00000175182"," FAM131A"," protein_coding","chr3:184335926-184348421"
"ENSG00000128487"," SPECC1"," protein_coding","chr17:20008865-20319026"
"ENSG00000117862"," TXNDC12"," protein_coding","chr1:52020131-52055191"
"ENSG00000158201"," ABHD3"," protein_coding","chr18:21650901-21704780"
"ENSG00000189164"," ZNF527"," protein_coding","chr19:37371061-37393066"
"ENSG00000232626",NA,NA,"chr1:202438396-202439957"
"ENSG00000278594",NA,NA,"chr14:19131842-19132890"
"ENSG00000006695"," COX10"," protein_coding","chr17:14069490-14231736"
"ENSG00000261373"," VPS9D1-AS1"," lncRNA","chr16:89711856-89718165"
"ENSG00000153815"," CMIP"," protein_coding","chr16:81444808-81711762"
"ENSG00000234118"," RPL13AP6"," processed_pseudogene","chr10:110936622-110937233"
"ENSG00000281087",NA,NA,"chr15:21709649-21710270"
"ENSG00000164134"," NAA15"," protein_coding","chr4:139301505-139420033"
"ENSG00000105127"," AKAP8"," protein_coding","chr19:15353385-15379815"
"ENSG00000110944"," IL23A"," protein_coding","chr12:56334174-56340410"
"ENSG00000014138"," POLA2"," protein_coding","chr11:65261920-65305589"
"ENSG00000187999"," HNRNPA1P61"," processed_pseudogene","chr2:33636502-33637425"
"ENSG00000078618"," NRDC"," protein_coding","chr1:51789191-51878937"
"ENSG00000250133"," HOXC-AS2"," lncRNA","chr12:53993810-53996785"
"ENSG00000205116"," TMEM88B"," protein_coding","chr1:1425871-1430255"
"ENSG00000174669"," SLC29A2"," protein_coding","chr11:66362521-66372214"
"ENSG00000215105"," TTC3P1"," processed_pseudogene","chrX:75740831-75746911"
"ENSG00000115266"," APC2"," protein_coding","chr19:1446302-1473244"
"ENSG00000179933"," C14orf119"," protein_coding","chr14:23095505-23100456"
"ENSG00000172840"," PDP2"," protein_coding","chr16:66878589-66895754"
"ENSG00000263990",NA,NA,"chr17:31873926-31886666"
"ENSG00000225506"," CYP4A22-AS1"," lncRNA","chr1:47096653-47179271"
"ENSG00000083838"," ZNF446"," protein_coding","chr19:58474017-58481230"
"ENSG00000268087",NA,NA,"chr19:16610411-16636531"
"ENSG00000100300"," TSPO"," protein_coding","chr22:43151547-43163242"
"ENSG00000022277"," RTF2"," protein_coding","chr20:56468585-56519449"
"ENSG00000149260"," CAPN5"," protein_coding","chr11:77066961-77126155"
"ENSG00000279103",NA,NA,"chr19:44246478-44248374"
"ENSG00000118276"," B4GALT6"," protein_coding","chr18:31622246-31685836"
"ENSG00000267150",NA,NA,"chr18:14089935-14091019"
"ENSG00000014216"," CAPN1"," protein_coding","chr11:65180566-65212006"
"ENSG00000160298"," C21orf58"," protein_coding","chr21:46300181-46323875"
"ENSG00000135334"," AKIRIN2"," protein_coding","chr6:87674860-87702233"
"ENSG00000151014"," NOCT"," protein_coding","chr4:139015781-139045939"
"ENSG00000081014"," AP4E1"," protein_coding","chr15:50908672-51005895"
"ENSG00000277639",NA,NA,"chr16:53035690-53052873"
"ENSG00000124783"," SSR1"," protein_coding","chr6:7268306-7347446"
"ENSG00000236200"," KDM4A-AS1"," lncRNA","chr1:43685123-43708138"
"ENSG00000135205"," CCDC146"," protein_coding","chr7:77122434-77329533"
"ENSG00000255046",NA,NA,"chr8:11797928-11802568"
"ENSG00000244055",NA,NA,"chr7:92457564-92495601"
"ENSG00000157106"," SMG1"," protein_coding","chr16:18804860-18926408"
"ENSG00000164182"," NDUFAF2"," protein_coding","chr5:60945177-61154531"
"ENSG00000074755"," ZZEF1"," protein_coding","chr17:4004445-4143030"
"ENSG00000138175"," ARL3"," protein_coding","chr10:102673731-102714397"
"ENSG00000006634"," DBF4"," protein_coding","chr7:87876216-87909553"
"ENSG00000099194"," SCD"," protein_coding","chr10:100347233-100364826"
"ENSG00000185480"," PARPBP"," protein_coding","chr12:102120183-102197520"
"ENSG00000254470"," AP5B1"," protein_coding","chr11:65773898-65780976"
"ENSG00000262580",NA,NA,"chr17:80200673-80205949"
"ENSG00000198440"," ZNF583"," protein_coding","chr19:56397966-56436035"
"ENSG00000245534"," RORA-AS1"," lncRNA","chr15:60479152-60630637"
"ENSG00000269893"," SNHG8"," lncRNA","chr4:118278709-118285316"
"ENSG00000255224",NA,NA,"chr8:144078002-144079265"
"ENSG00000111879"," FAM184A"," protein_coding","chr6:118959763-119149387"
"ENSG00000162923"," WDR26"," protein_coding","chr1:224385146-224437033"
"ENSG00000141580"," WDR45B"," protein_coding","chr17:82614562-82648553"
"ENSG00000169684"," CHRNA5"," protein_coding","chr15:78565520-78595269"
"ENSG00000279483",NA,NA,"chr7:137513859-137513933"
"ENSG00000163689"," CFAP20DC"," protein_coding","chr3:58717365-59050084"
"ENSG00000004487"," KDM1A"," protein_coding","chr1:23019443-23083689"
"ENSG00000256238"," SUPT16HP1"," processed_pseudogene","chr12:16399274-16402406"
"ENSG00000267534"," S1PR2"," protein_coding","chr19:10221433-10231331"
"ENSG00000186298"," PPP1CC"," protein_coding","chr12:110719680-110742939"
"ENSG00000166441"," RPL27A"," protein_coding","chr11:8682788-8714759"
"ENSG00000231249"," ITPR1-DT"," lncRNA","chr3:4490891-4493163"
"ENSG00000163251"," FZD5"," protein_coding","chr2:207762598-207769906"
"ENSG00000160049"," DFFA"," protein_coding","chr1:10456522-10472529"
"ENSG00000146963"," LUC7L2"," protein_coding","chr7:139340359-139423457"
"ENSG00000066827"," ZFAT"," protein_coding","chr8:134477788-134713049"
"ENSG00000116580"," GON4L"," protein_coding","chr1:155749659-155859400"
"ENSG00000113558"," SKP1"," protein_coding","chr5:134148935-134176964"
"ENSG00000198542"," ITGBL1"," protein_coding","chr13:101452593-101720856"
"ENSG00000071889"," FAM3A"," protein_coding","chrX:154506159-154516242"
"ENSG00000015153"," YAF2"," protein_coding","chr12:42157104-42238349"
"ENSG00000155636"," RBM45"," protein_coding","chr2:178112424-178139011"
"ENSG00000257027",NA,NA,"chr12:9658567-9662085"
"ENSG00000224531"," SMIM13"," protein_coding","chr6:11093834-11138733"
"ENSG00000160293"," VAV2"," protein_coding","chr9:133761894-133992604"
"ENSG00000181035"," SLC25A42"," protein_coding","chr19:19063994-19113030"
"ENSG00000153250"," RBMS1"," protein_coding","chr2:160272151-160493807"
"ENSG00000228423",NA,NA,"chr1:8805860-8807051"
"ENSG00000267506",NA,NA,"chr17:77546940-77563243"
"ENSG00000278133",NA,NA,"chr16:31122235-31124064"
"ENSG00000144233"," AMMECR1L"," protein_coding","chr2:127861630-127885967"
"ENSG00000273702",NA,NA,"chr17:59618553-59619714"
"ENSG00000157353"," FCSK"," protein_coding","chr16:70454595-70480274"
"ENSG00000247796",NA,NA,"chr5:53109816-53127673"
"ENSG00000163138"," PACRGL"," protein_coding","chr4:20696282-20752907"
"ENSG00000255725"," TDGP1"," processed_pseudogene","chr12:25803298-25804526"
"ENSG00000152413"," HOMER1"," protein_coding","chr5:79372636-79514134"
"ENSG00000183513"," COA5"," protein_coding","chr2:98599314-98608515"
"ENSG00000273802"," H2BC8"," protein_coding","chr6:26215159-26216692"
"ENSG00000133243"," BTBD2"," protein_coding","chr19:1985438-2034881"
"ENSG00000285827",NA,NA,"chr11:118401602-118482737"
"ENSG00000186815"," TPCN1"," protein_coding","chr12:113221050-113298585"
"ENSG00000228057"," SEC63P1"," processed_pseudogene","chr1:97545701-97546958"
"ENSG00000158079"," PTPDC1"," protein_coding","chr9:94030794-94109856"
"ENSG00000135476"," ESPL1"," protein_coding","chr12:53268299-53293638"
"ENSG00000247240"," UBL7-AS1"," lncRNA","chr15:74461265-74513636"
"ENSG00000106976"," DNM1"," protein_coding","chr9:128191655-128255248"
"ENSG00000228665",NA,NA,"chr1:109030067-109030319"
"ENSG00000165506"," DNAAF2"," protein_coding","chr14:49625174-49635244"
"ENSG00000136381"," IREB2"," protein_coding","chr15:78437431-78501453"
"ENSG00000227782",NA,NA,"chr17:16040472-16041273"
"ENSG00000065882"," TBC1D1"," protein_coding","chr4:37891084-38139175"
"ENSG00000157933"," SKI"," protein_coding","chr1:2228319-2310213"
"ENSG00000169570"," DTWD2"," protein_coding","chr5:118836074-118988547"
"ENSG00000170873"," MTSS1"," protein_coding","chr8:124550784-124728473"
"ENSG00000268573",NA,NA,"chr18:35280867-35290201"
"ENSG00000137494"," ANKRD42"," protein_coding","chr11:83193712-83260694"
"ENSG00000244734"," HBB"," protein_coding","chr11:5225464-5229395"
"ENSG00000229431"," MED8-AS1"," lncRNA","chr1:43385113-43389155"
"ENSG00000235354"," RPS29P16"," processed_pseudogene","chr7:103348601-103348771"
"ENSG00000270170"," NCBP2AS2"," protein_coding","chr3:196942674-196943543"
"ENSG00000234819",NA,NA,"chr9:78219120-78219357"
"ENSG00000070495"," JMJD6"," protein_coding","chr17:76712832-76726799"
"ENSG00000148019"," CEP78"," protein_coding","chr9:78236062-78279690"
"ENSG00000132424"," PNISR"," protein_coding","chr6:99397629-99425331"
"ENSG00000184988"," TMEM106A"," protein_coding","chr17:43211835-43220041"
"ENSG00000169813"," HNRNPF"," protein_coding","chr10:43385617-43409186"
"ENSG00000041357"," PSMA4"," protein_coding","chr15:78540405-78552417"
"ENSG00000162688"," AGL"," protein_coding","chr1:99850361-99924023"
"ENSG00000239374",NA,NA,"chr12:116755395-116755874"
"ENSG00000129933"," MAU2"," protein_coding","chr19:19320829-19358754"
"ENSG00000071553"," ATP6AP1"," protein_coding","chrX:154428633-154436516"
"ENSG00000182968"," SOX1"," protein_coding","chr13:112067149-112071706"
"ENSG00000135211"," TMEM60"," protein_coding","chr7:77793728-77798434"
"ENSG00000264063",NA,NA,"chr21:8987370-8987430"
"ENSG00000134440"," NARS1"," protein_coding","chr18:57600656-57622213"
"ENSG00000003987"," MTMR7"," protein_coding","chr8:17296794-17413528"
"ENSG00000215006"," CHCHD2P2"," processed_pseudogene","chr5:69333929-69334249"
"ENSG00000113845"," TIMMDC1"," protein_coding","chr3:119498547-119525090"
"ENSG00000141446"," ESCO1"," protein_coding","chr18:21529284-21600884"
"ENSG00000260439"," LMF1-AS1"," lncRNA","chr16:921033-934495"
"ENSG00000113811"," SELENOK"," protein_coding","chr3:53884417-53891962"
"ENSG00000100711"," ZFYVE21"," protein_coding","chr14:103715730-103733668"
"ENSG00000066583"," ISOC1"," protein_coding","chr5:129094749-129114028"
"ENSG00000086712"," TXLNG"," protein_coding","chrX:16786432-16844519"
"ENSG00000156875"," MFSD14A"," protein_coding","chr1:100038095-100083377"
"ENSG00000232389",NA,NA,"chr6:70608234-70609334"
"ENSG00000217930"," PAM16"," protein_coding","chr16:4331549-4355607"
"ENSG00000251022"," THAP9-AS1"," lncRNA","chr4:82893009-82900960"
"ENSG00000211460"," TSN"," protein_coding","chr2:121737103-121767853"
"ENSG00000100916"," BRMS1L"," protein_coding","chr14:35826338-35932325"
"ENSG00000226790"," HNRNPA3P1"," processed_pseudogene","chr10:43789249-43790387"
"ENSG00000268798",NA,NA,"chr19:1440839-1441938"
"ENSG00000158186"," MRAS"," protein_coding","chr3:138347648-138405534"
"ENSG00000119318"," RAD23B"," protein_coding","chr9:107283137-107332192"
"ENSG00000239622",NA,NA,"chr7:25689580-25689959"
"ENSG00000226976"," COX6A1P2"," processed_pseudogene","chr6:37044860-37045189"
"ENSG00000188313"," PLSCR1"," protein_coding","chr3:146515180-146544856"
"ENSG00000162613"," FUBP1"," protein_coding","chr1:77944055-77979110"
"ENSG00000197852"," INKA2"," protein_coding","chr1:111680630-111755824"
